"hpv_1","uptake_max","uptake_mean"
9,0.04189852700491,0.0362289647068701
10,0.0423895253682491,0.0354718099215535
11,0.0348608837970544,0.0348608837970544
13,0.0394435351882167,0.0394435351882167
14,0.0399345335515551,0.0399345335515551
15,0.0409165302782325,0.0366612111292963
16,0.0382978723404259,0.0356246590289147
17,0.0360065466448444,0.0340425531914895
18,0.0333878887070379,0.0328150572831425
19,0.0384615384615385,0.0329638446659726
20,0.0399345335515551,0.0331423895253685
21,0.0360065466448444,0.0317512274959086
22,0.0353518821603928,0.0321331151118388
23,0.0335515548281511,0.0335515548281511
25,0.0301145662847796,0.0301145662847796
26,0.0397708674304425,0.0397708674304425
28,0.0317512274959087,0.0317512274959087
29,0.0315875613747955,0.0315875613747955
30,0.0420621931260233,0.0333228706589246
31,0.0360065466448444,0.0330932896890347
32,0.0356792144026186,0.032663081599252
33,0.036333878887071,0.0344926350245503
35,0.036333878887071,0.0331833060556468
36,0.0355155482815061,0.0339879978177853
37,0.0364975450081835,0.0344517184942719
38,0.0353518821603928,0.0325150027277688
39,0.0360065466448444,0.0334533551554832
40,0.0364975450081835,0.0315367684406572
41,0.0394435351882167,0.0327025368248775
42,0.0337152209492637,0.0317512274959086
43,0.0356792144026186,0.0325150027277687
45,0.0312602291325697,0.0312602291325697
46,0.0327332242225862,0.0314238952536829
47,0.0333878887070379,0.0310965630114569
48,0.0351882160392803,0.0339607201309333
49,0.0296235679214405,0.0296235679214405
50,0.0400981996726683,0.0332684566727123
51,0.0373158756137485,0.0314005143792381
52,0.0317512274959087,0.0317512274959087
54,0.0342062193126028,0.0342062193126028
55,0.0351882160392803,0.0334424440807423
56,0.0353518821603928,0.0346972176759412
57,0.0368248772504094,0.0360883797054011
59,0.0324058919803604,0.0324058919803604
60,0.0396072013093292,0.0365193671576653
61,0.0386252045826518,0.0350518276050194
63,0.0387888707037643,0.0357387293557509
64,0.0371522094926352,0.0365793780687398
65,0.0373158756137485,0.0353518821603931
66,0.0340425531914895,0.0340425531914895
67,0.0389525368248776,0.0348608837970544
68,0.0353518821603928,0.0351063829787236
69,0.0348608837970544,0.0346153846153849
70,0.0369885433715226,0.034290692149306
71,0.0366612111292968,0.0340630114566288
72,0.035024549918167,0.035024549918167
73,0.0325695581014729,0.0325695581014729
76,0.0307692307692313,0.0307692307692313
77,0.0353518821603928,0.0344244408074198
78,0.0343698854337153,0.0338788870703767
79,0.0348608837970544,0.0333333333333337
80,0.0356792144026186,0.0329904138414779
81,0.036333878887071,0.0332078559738138
82,0.0355155482815061,0.0338243316966726
86,0.0348608837970544,0.0333333333333337
87,0.0360065466448444,0.0338788870703765
88,0.035024549918167,0.035024549918167
89,0.0345335515548286,0.0331696672122209
90,0.037479541734861,0.0337865625918002
91,0.0351882160392803,0.0339724105681555
